,index,Col1,Col2,Col3,Col4,Col5,mc1,mc2,mc3,mc4,mc5,m11,m12,m13,m14,m15
85,85,-0.042983561754226685,-0.03454779088497162,-0.0232930351048708,-0.005749419331550598,-9.6861029419415e-08,-0.043029770255088806,-0.03482045419514179,-0.02381038758903742,-0.00628896616399288,-1.0210430545498639e-07,-0.042983561754226685,-0.03454779088497162,-0.0232930351048708,-0.005749419331550598,-9.6861029419415e-08
86,86,-0.039672207087278366,-0.031975436955690384,-0.021341837942600247,-0.004425192251801491,-8.746427226924425e-08,-0.041327884420752525,-0.033261613920331,-0.022317436523735523,-0.005087305791676043,-9.216265084432962e-08,-0.039672207087278366,-0.031975436955690384,-0.021341837942600247,-0.004425192251801491,-8.746427226924425e-08
87,87,-0.04239941388368607,-0.03443598374724388,-0.023317456245422363,-0.005359299946576357,-9.678819168357222e-08,-0.041035810485482216,-0.03320571035146713,-0.022329647094011307,-0.004892246099188922,-9.212623197640823e-08,-0.039672207087278366,-0.031975436955690384,-0.021341837942600247,-0.004425192251801491,-8.746427226924425e-08
88,88,-0.04254698008298874,-0.034685276448726654,-0.02386922389268875,-0.006315368693321943,-1.0451473286821057e-07,-0.0424731969833374,-0.03456063009798527,-0.023593340069055557,-0.005837334319949148,-1.0065146227589139e-07,-0.04239941388368607,-0.03443598374724388,-0.023317456245422363,-0.005359299946576357,-9.678819168357222e-08
89,89,-0.04327629506587982,-0.03546435385942459,-0.0246618427336216,-0.006784381344914436,-9.637706455123408e-08,-0.04291163757443428,-0.03507481515407562,-0.024265533313155174,-0.006549875019118188,-1.0044589870972233e-07,-0.04254698008298874,-0.034685276448726654,-0.02386922389268875,-0.006315368693321943,-9.637706455123408e-08
90,90,-0.04188964143395424,-0.03407118096947669,-0.0235261544585228,-0.0064173275604844085,-9.572428893989127e-08,-0.04258296824991703,-0.034767767414450645,-0.0240939985960722,-0.006600854452699421,-9.605067674556267e-08,-0.04188964143395424,-0.03407118096947669,-0.0235261544585228,-0.0064173275604844085,-9.572428893989127e-08
91,91,-0.04500209167599679,-0.03663157671689987,-0.025101887062191963,-0.007133279461413622,-7.812929680994785e-08,-0.04344586655497551,-0.035351378843188286,-0.02431402076035738,-0.006775303510949014,-8.692679287491956e-08,-0.04188964143395424,-0.03407118096947669,-0.0235261544585228,-0.0064173275604844085,-7.812929680994785e-08
92,92,-0.04236780107021332,-0.034266892820596695,-0.023212453350424767,-0.005504261702299118,-1.0248821524783125e-07,-0.04368494637310505,-0.03544923476874828,-0.024157170206308365,-0.006318770581856368,-9.030875602888955e-08,-0.04236780107021332,-0.034266892820596695,-0.023212453350424767,-0.005504261702299118,-7.812929680994785e-08
93,93,-0.0424150787293911,-0.03441201150417328,-0.023507924750447277,-0.005928110331296921,-1.1102879682312051e-07,-0.04239143989980221,-0.03433945216238499,-0.02336018905043602,-0.005716186016798018,-1.0675850603547588e-07,-0.04236780107021332,-0.034266892820596695,-0.023212453350424767,-0.005504261702299118,-1.0248821524783125e-07
94,94,-0.04271401464939117,-0.03450074791908264,-0.02332884445786476,-0.005639083217829466,-9.694984015595763e-08,-0.042564546689391136,-0.03445637971162796,-0.023418384604156017,-0.005783596774563192,-1.0398931848953907e-07,-0.0424150787293911,-0.03441201150417328,-0.02332884445786476,-0.005639083217829466,-9.694984015595763e-08
95,95,-0.02694985456764698,-0.02451206371188164,-0.014578064903616903,0.005643966142088175,-2.920940573858388e-07,-0.03483193460851908,-0.02950640581548214,-0.018953454680740833,2.4414621293562117e-06,-1.9452194877089823e-07,-0.02694985456764698,-0.02451206371188164,-0.014578064903616903,0.005643966142088175,-9.694984015595763e-08
96,96,-0.03672544658184052,-0.03327995538711548,-0.0208879504352808,0.003913326654583216,-4.005038363175117e-07,-0.03183765057474375,-0.028896009549498558,-0.017733007669448853,0.004778646398335697,-3.462989468516753e-07,-0.02694985456764698,-0.02451206371188164,-0.014578064903616903,0.005643966142088175,-2.920940573858388e-07
97,97,-0.03348737210035324,-0.02959581464529037,-0.015843896195292473,0.012743730098009108,-5.395575612965331e-07,-0.03510640934109688,-0.03143788501620293,-0.018365923315286636,0.008328528376296163,-4.700306988070224e-07,-0.03348737210035324,-0.02959581464529037,-0.015843896195292473,0.012743730098009108,-4.005038363175117e-07
98,98,-0.029051678255200383,-0.027597004547715187,-0.018256286159157753,0.006389496847987175,-4.867170559919033e-07,-0.031269525177776814,-0.02859640959650278,-0.017050091177225113,0.009566613472998142,-5.131373086442181e-07,-0.029051678255200383,-0.027597004547715187,-0.015843896195292473,0.012743730098009108,-4.867170559919033e-07
99,99,-0.02501904033124447,-0.02276528999209404,-0.01158235315233469,0.01519929990172386,-5.058296324023105e-07,-0.027035359293222427,-0.025181147269904613,-0.014919319655746222,0.010794398374855518,-4.962733441971069e-07,-0.02501904033124447,-0.02276528999209404,-0.01158235315233469,0.01519929990172386,-4.867170559919033e-07
