C1,C2,C3,C4,C5,Output
-0.09849255532026291,-0.09341511130332947,-0.08244125545024872,-0.06365153938531876,-1.8559794057182444e-07,
-0.014937571249902248,-0.013470731675624847,-0.01154766883701086,-0.0063057285733520985,-2.635459566135978e-07,
-0.004688672721385956,-0.003938350360840559,-0.004308316856622696,-0.0022465153597295284,-3.358426283739391e-07,
-0.20175018906593323,-0.19032950699329376,-0.16895447671413422,-0.12880142033100128,1.2777503854977112e-07,
-0.029818052425980568,-0.02715616300702095,-0.024225376546382904,-0.016245348379015923,-3.4820729410967033e-07,
-0.042250972241163254,-0.03725830093026161,-0.03184580057859421,-0.021433163434267044,-2.654114439337718e-07,
-0.16718518733978271,-0.1565520018339157,-0.13770665228366852,-0.1043231263756752,9.240756071449141e-08,
-0.050419874489307404,-0.04660533741116524,-0.04083917289972305,-0.02802029252052307,-1.977441428380189e-07,
-0.016589736565947533,-0.015426146797835827,-0.013530414551496506,-0.007974045351147652,-2.201592081974013e-07,
-0.11481378972530365,-0.11426296085119247,-0.10972023755311966,-0.08875291049480438,5.5088417383331034e-08,
-0.024618549272418022,-0.02560318447649479,-0.02612590789794922,-0.019446128979325294,-3.163599728850386e-07,
-0.03650978207588196,-0.03936028480529785,-0.04125141352415085,-0.030626432970166206,-4.943799467582721e-07,
-0.04532930627465248,-0.04541391879320145,-0.04450578987598419,-0.03128499165177345,-5.459563681142754e-07,
-0.055052466690540314,-0.0509302131831646,-0.042369261384010315,-0.02127079851925373,-5.034935952608066e-07,
-0.05653968080878258,-0.05285830423235893,-0.04488060995936394,-0.02201227657496929,-4.790656475961441e-07,
-0.0800735205411911,-0.08333086967468262,-0.08832315355539322,-0.07311107963323593,-1.0998438426668145e-07,
-0.05996178090572357,-0.05562648922204971,-0.04733690619468689,-0.023667050525546074,-4.017375658804667e-07,
-0.07084100693464279,-0.07484754920005798,-0.0813836082816124,-0.0646836906671524,-1.949751720076165e-07,
-0.056227508932352066,-0.052566222846508026,-0.04643178731203079,-0.02406025305390358,-3.984817453783762e-07,
-0.05945716053247452,-0.05621141195297241,-0.049290359020233154,-0.02556726709008217,-4.272583566944377e-07,
-0.05774805694818497,-0.053284600377082825,-0.04412130266427994,-0.018150687217712402,-4.691999038186623e-07,
-0.05094379559159279,-0.042985234409570694,-0.02931331656873226,-0.0036531477235257626,-5.132702654009336e-07,
-0.07078767567873001,-0.06067727506160736,-0.03968827798962593,-0.0019379305886104703,-5.459289695863845e-07,
-0.05185353383421898,-0.043602947145700455,-0.025494268164038658,0.010433380492031574,-5.500839961314341e-07,
-0.03375329449772835,-0.02640911191701889,-0.010449030436575413,0.018575342372059822,-5.505489752977155e-07,
0.006873407866805792,0.008371113799512386,0.009349178522825241,0.01638319157063961,-4.584446742228465e-07,
-0.024148743599653244,-0.01849374547600746,-0.008466358296573162,0.012513010762631893,-5.444711064228613e-07,
-0.025750325992703438,-0.020043833181262016,-0.009018206968903542,0.014143651351332664,-5.223670314080664e-07,
-0.010441124439239502,-0.008162496611475945,-0.004520921036601067,0.0070058866403996944,-5.198495500735589e-07,
-0.014910622499883175,-0.010381278581917286,-0.0031530309934169054,0.012671943753957748,-5.067685719950532e-07,
-0.021428804844617844,-0.017774857580661774,-0.009372535161674023,0.009842625819146633,-5.422705839919217e-07,
-0.005922532640397549,-0.0069978791289031506,-0.009160393849015236,-0.004458319395780563,-5.370502549340017e-07,
-0.02882060408592224,-0.022953690961003304,-0.012077665887773037,0.00701529486104846,-5.878840170225885e-07,
-0.042093005031347275,-0.0344984270632267,-0.01782587356865406,0.01075554359704256,-5.934705882282287e-07,
-0.05313457176089287,-0.045654140412807465,-0.03022884577512741,-0.007247720845043659,-3.112053263976122e-07,
-0.042136069387197495,-0.03486422076821327,-0.01835601218044758,0.010145766660571098,-5.728172141061805e-07,
-0.05074324831366539,-0.04363500326871872,-0.027332250028848648,0.001411869190633297,-6.556383027600532e-07,
-0.06900878995656967,-0.06005674973130226,-0.04089982807636261,-0.009413224644958973,-6.306402724476357e-07,
-0.08664997667074203,-0.07688102126121521,-0.05842310190200806,-0.027431299909949303,-6.744656388946169e-07,
-0.07989834994077682,-0.06989029794931412,-0.05163074657320976,-0.022341324016451836,-8.312579780067608e-07,
